ID,VL_FATU,VL_SLDO,DT_ABRT,DS_CNAE,DT_REFE,IDADE_EMPRESA,VL_PAGAMENTOS,QT_PAGAMENTOS,VL_RECEBIMENTOS,QT_RECEBIMENTOS,CLUSTER,MOMENTO_VIDA,CENTRALIDADE,NIVEL_DEPENDENCIA,SCORE_RISCO,PROJECAO_RECEBIMENTO
CNPJ_02002,1711233,149616,2020-08-18,Consultoria empresarial,2025-01-31,4.454483230663929,201.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_02003,67621,-365,2020-02-11,Televisão aberta,2025-01-31,4.971937029431896,54080.0,15.0,73175.0,15.0,1,Pequeno Porte,0.001333481497944216,0.3919008875739645,67,16191.199999999999
CNPJ_02004,642029,35323,2021-12-21,Defesa nacional,2025-01-31,3.1129363449691994,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,28,0.0
CNPJ_02005,71642,-2305,2020-10-16,Montagem industrial,2025-01-31,4.292950034223135,8483880.0,151.0,2467037.0,51.0,1,Pequeno Porte,0.008000888987665296,0.15349019897147875,68,885463.5
CNPJ_02006,1196867,-89665,2014-08-16,Seguros de vida,2025-01-31,10.461327857631758,5342.0,6.0,6844.0,4.0,1,Pequeno Porte,0.00044449383264807203,0.9902104032729399,95,2220.6
CNPJ_02007,150945,-70,2023-02-08,Telecomunicações sem fio,2025-01-31,1.9794661190965093,4606.0,3.0,3042.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,99,1077.6
CNPJ_02008,137963337,12053001,2010-01-02,Distribuição de energia elétrica,2025-01-31,15.080082135523615,4391.0,6.0,1981.0,3.0,0,Consolidada,0.000333370374486054,1.0,42,769.9999999999999
CNPJ_02009,2152281,-214363,2014-11-07,Fabricação de automóveis,2025-01-31,10.234086242299794,268.0,3.0,308.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,95,46.599999999999994
CNPJ_02010,198448642,-17143645,2013-07-25,Hotéis e pousadas,2025-01-31,11.520876112251882,5992.0,6.0,2643.0,5.0,2,Grande Porte,0.00055561729081009,0.6882330684827848,80,864.7
CNPJ_02011,227406,10977,2023-05-07,Fabricação de automóveis,2025-01-31,1.7385352498288844,28211.0,15.0,0.0,0.0,1,Pequeno Porte,0.00055561729081009,0.34773669845095884,29,0.0
CNPJ_02012,746367,43758,2019-02-11,Fabricação de automóveis,2025-01-31,5.971252566735113,4333400.0,84.0,7766.0,2.0,1,Pequeno Porte,0.0033337037448605404,0.9455318053051764,57,24.367288574152255
CNPJ_02013,1307544,58403,2021-10-10,Serviços de tecnologia da informação,2025-01-31,3.3100616016427105,1483061.0,93.0,430150.0,19.0,1,Pequeno Porte,0.004667185242804756,0.24308032081831918,28,128561.6
CNPJ_02014,2128338,99631,2022-01-20,Cultivo de soja,2025-01-31,3.030800821355236,7088555.0,150.0,30004.0,1.0,1,Pequeno Porte,0.005667296366262918,1.0,58,30004.0
CNPJ_02015,5983163,507572,2019-05-18,Transporte ferroviário de carga,2025-01-31,5.708418891170431,231.0,1.0,82.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,57,82.0
CNPJ_02016,800588,-46319,2019-08-18,Atividades de bancos múltiplos,2025-01-31,5.456536618754278,6787.0,3.0,5558.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,97,658.1999999999999
CNPJ_02017,168428,-7481,2020-08-09,Fabricação de móveis,2025-01-31,4.479123887748118,72.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_02018,83788,-4887,2021-11-25,Produção de alumínio,2025-01-31,3.184120465434634,0.0,0.0,4533.0,4.0,1,Pequeno Porte,0.00022224691632403602,0.9929406574012795,99,1962.6
CNPJ_02019,1778074,61136,2014-05-22,Armazenamento geral,2025-01-31,10.69678302532512,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,24,0.0
CNPJ_02020,1616067,97693,2015-03-10,Geração de energia elétrica,2025-01-31,9.897330595482547,5037.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,55,0.0
CNPJ_02021,2504425,131953,2017-06-28,Distribuição de energia elétrica,2025-01-31,7.594798083504449,3377.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.6304412200177673,56,0.0
CNPJ_02022,256755,-1604,2020-03-01,Consultoria empresarial,2025-01-31,4.919917864476386,0.0,0.0,93.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,93.0
CNPJ_02023,52731,1931,2023-07-16,Transporte ferroviário de carga,2025-01-31,1.5468856947296372,2086366.0,78.0,1401312.0,36.0,1,Pequeno Porte,0.005111679075452828,0.14832457011714736,29,545086.7999999999
CNPJ_02024,2335195,-200574,2014-04-27,Geração de energia elétrica,2025-01-31,10.765229295003422,17006537.0,193.0,20433663.0,241.0,3,Em Crescimento,0.018224247138570952,0.06776460001322328,65,7168561.3
CNPJ_02025,159577589,15546349,2011-02-17,Televisão aberta,2025-01-31,13.95482546201232,181.0,2.0,0.0,0.0,0,Consolidada,0.00022224691632403602,0.8287292817679558,41,0.0
CNPJ_02026,1136025,-98361,2022-05-16,Extração de minério de ferro,2025-01-31,2.7132101300479126,6097.0,7.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.5041823847793997,99,0.0
CNPJ_02027,2137988,95655,2016-10-06,Televisão por assinatura,2025-01-31,8.320328542094456,0.0,0.0,775.0,7.0,1,Pequeno Porte,0.000333370374486054,0.5767741935483871,56,252.59999999999997
CNPJ_02028,2781256,222550,2022-09-22,Administração pública,2025-01-31,2.3600273785078714,143.0,3.0,337.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,58,108.29999999999998
CNPJ_02029,97962,2497,2021-04-12,Educação superior,2025-01-31,3.805612594113621,518.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_02030,8104267,650756,2021-10-19,Serviços de tecnologia da informação,2025-01-31,3.2854209445585214,32139.0,18.0,1956.0,2.0,1,Pequeno Porte,0.0008889876652961441,0.6605316973415133,58,341.2507739938081
CNPJ_02031,124072663,7389574,2002-01-12,Produção de ferro-gusa,2025-01-31,23.052703627652292,15.0,1.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,39,0.0
CNPJ_02032,262002,-1769,2019-06-01,Fabricação de móveis,2025-01-31,5.670088980150582,1712.0,9.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.4491822429906542,67,0.0
CNPJ_02033,2595732,239554,2019-12-23,Construção de rodovias,2025-01-31,5.108829568788501,39.0,1.0,87.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,57,87.0
CNPJ_02034,52986,4424,2021-10-26,Atividades de bancos múltiplos,2025-01-31,3.266255989048597,0.0,0.0,6678.0,6.0,1,Pequeno Porte,0.00022224691632403602,0.5840071877807727,58,1651.9
CNPJ_02035,113417133,10207175,2008-07-29,Comércio atacadista de calçados,2025-01-31,16.50924024640657,21617060.0,302.0,16621399.0,173.0,3,Em Crescimento,0.020446716301811312,0.05742910088374631,13,5474066.6
CNPJ_02036,741941,71308,2021-09-29,Cultivo de trigo,2025-01-31,3.3401779603011637,0.0,0.0,266.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,266.0
CNPJ_02037,83999453,-8146864,1999-05-12,Comércio varejista de alimentos,2025-01-31,25.724845995893222,0.0,0.0,80.0,1.0,2,Grande Porte,0.00011112345816201801,1.0,81,80.0
CNPJ_02038,2328728,672,2019-10-16,Produção de alumínio,2025-01-31,5.295003422313484,377.0,3.0,98.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,57,98.0
CNPJ_02039,168296859,5914063,2001-11-09,Cultivo de trigo,2025-01-31,23.227926078028748,702.0,3.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,36,0.0
CNPJ_02040,2435696,240800,2017-11-11,Padaria e confeitaria,2025-01-31,7.222450376454483,80.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,0.0
CNPJ_02041,109925403,8091882,2009-03-08,Serviços de tecnologia da informação,2025-01-31,15.901437371663244,24852.0,15.0,3835.0,4.0,0,Consolidada,0.0007778642071341261,0.9741851368970013,44,600.9
CNPJ_02042,158178,2429,2021-01-01,Fabricação de móveis,2025-01-31,4.082135523613963,7047.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_02043,942343,48055,2022-11-29,Construção de edifícios,2025-01-31,2.1738535249828885,20270.0,12.0,157.0,1.0,1,Pequeno Porte,0.00055561729081009,1.0,59,157.0
CNPJ_02044,277852,-22617,2019-12-18,Padaria e confeitaria,2025-01-31,5.122518822724161,774642.0,55.0,387001.0,18.0,1,Pequeno Porte,0.002889209912212468,0.1954155157221816,67,102204.59999999999
CNPJ_02045,136217726,-515297,2001-05-16,Construção de barragens,2025-01-31,23.71252566735113,15598.0,6.0,0.0,0.0,0,Consolidada,0.00022224691632403602,0.5578279266572638,78,0.0
CNPJ_02046,2104094,-116537,2021-01-20,Atividades hospitalares,2025-01-31,4.030116358658453,0.0,0.0,25.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,25.0
CNPJ_02047,2362577,157417,2018-09-15,Serviços de tecnologia da informação,2025-01-31,6.379192334017796,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,26,0.0
CNPJ_02048,255893,5620,2022-11-09,Fabricação de caminhões e ônibus,2025-01-31,2.2286105407255303,5425.0,7.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.5107834101382488,59,0.0
CNPJ_02049,1148324,46677,2021-05-30,Produção cinematográfica,2025-01-31,3.67419575633128,27.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_02050,1435079,79439,2015-01-05,Extração de minério de ferro,2025-01-31,10.072553045859001,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,25,0.0
CNPJ_02051,261244,18766,2023-10-25,Construção de barragens,2025-01-31,1.270362765229295,36.0,1.0,57.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,59,57.0
CNPJ_02052,268786,-3916,2023-03-29,Comércio atacadista de medicamentos,2025-01-31,1.8453114305270362,709.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,99,0.0
CNPJ_02053,254456,24345,2022-08-26,Telecomunicações sem fio,2025-01-31,2.433949349760438,50.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,59,0.0
CNPJ_02054,2223193,-60192,2019-05-14,Transporte rodoviário de carga,2025-01-31,5.71937029431896,12793938.0,238.0,10776602.0,159.0,3,Em Crescimento,0.016446271807978665,0.052585685172376224,67,3087028.5999999996
CNPJ_02055,12804341,-298902,2008-05-26,Comércio atacadista de medicamentos,2025-01-31,16.684462696783026,430.0,3.0,81.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,91,81.0
CNPJ_02056,1164563,-9416,2015-09-24,Produção de alumínio,2025-01-31,9.35523613963039,237.0,3.0,156.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,95,156.0
CNPJ_02057,259888,-22167,2019-09-25,Transporte ferroviário de carga,2025-01-31,5.352498288843258,8056786.0,130.0,7293259.0,110.0,3,Em Crescimento,0.01055672852539171,0.06738948939013409,67,2590596.1999999997
CNPJ_02058,1396499,-89242,2022-12-02,Atividades hospitalares,2025-01-31,2.1656399726214923,249.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,99,0.0
CNPJ_02059,189985727,14370879,2013-01-27,Armazenamento geral,2025-01-31,12.010951403148528,0.0,0.0,0.0,0.0,0,Consolidada,0.0,0.0,10,0.0
CNPJ_02060,59975,874,2022-04-25,Comércio atacadista de calçados,2025-01-31,2.7707049965776864,46.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,0.0
CNPJ_02061,105938,148,2019-12-31,Comércio varejista de combustíveis,2025-01-31,5.086926762491444,0.0,0.0,375.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,375.0
CNPJ_02062,815211,56368,2022-08-23,Geração de energia elétrica,2025-01-31,2.4421629021218343,7067987.0,175.0,3005160.0,70.0,1,Pequeno Porte,0.009556617401933549,0.07059491008798201,28,1093342.1
CNPJ_02063,25980820,2205817,1999-04-18,Extração de petróleo e gás natural,2025-01-31,25.790554414784395,0.0,0.0,0.0,0.0,0,Consolidada,0.0,0.0,15,0.0
CNPJ_02064,12137014,1026425,2005-05-31,Padaria e confeitaria,2025-01-31,19.67145790554415,367265.0,35.0,71534.0,10.0,0,Consolidada,0.0016668518724302702,0.5994212542287584,49,18233.199999999997
CNPJ_02065,1563227,145733,2021-09-08,Transporte ferroviário de carga,2025-01-31,3.3976728268309375,15321.0,9.0,1001.0,1.0,1,Pequeno Porte,0.00044449383264807203,1.0,58,1001.0
CNPJ_02066,87207182,4817198,2005-12-04,Produção de alumínio,2025-01-31,19.159479808350444,2519.0,3.0,26460.0,12.0,0,Consolidada,0.00055561729081009,1.0,44,8165.799999999999
CNPJ_02067,1193102,17127,2020-11-18,Defesa nacional,2025-01-31,4.202600958247776,3860.0,6.0,3343.0,1.0,1,Pequeno Porte,0.000333370374486054,1.0,58,3343.0
CNPJ_02068,1989334,34411,2015-04-08,Cultivo de soja,2025-01-31,9.817932922655714,0.0,0.0,10701.0,5.0,1,Pequeno Porte,0.000333370374486054,0.46799364545369593,25,4278.0
CNPJ_02069,69385,-6852,2023-12-23,Cultivo de arroz,2025-01-31,1.108829568788501,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,69,0.0
CNPJ_02070,429709,41884,2015-10-08,Construção de rodovias,2025-01-31,9.316906228610542,1115.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,55,0.0
CNPJ_02071,7853284,213022,2010-09-16,Educação superior,2025-01-31,14.376454483230663,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,22,0.0
CNPJ_02072,1065606,92719,2017-03-08,Produção de alumínio,2025-01-31,7.901437371663245,1436.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,0.0
CNPJ_02073,996856,48605,2016-11-14,Defesa nacional,2025-01-31,8.213552361396303,6938.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,56,0.0
CNPJ_02074,1177384,9535,2020-06-22,Geração de energia elétrica,2025-01-31,4.610540725530458,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,27,0.0
CNPJ_02075,89906,-5772,2022-01-27,Atividades hospitalares,2025-01-31,3.0116358658453115,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,68,0.0
CNPJ_02076,1496696,46630,2017-10-07,Padaria e confeitaria,2025-01-31,7.318275154004107,24117556.0,311.0,14867084.0,189.0,3,Em Crescimento,0.020446716301811312,0.05082024065788424,26,5609239.899999999
CNPJ_02077,65485866,679332,2002-01-29,Extração de petróleo e gás natural,2025-01-31,23.006160164271048,142884.0,21.0,29272.0,6.0,0,Consolidada,0.001000111123458162,0.6022478819349549,44,12785.099999999999
CNPJ_02078,2277119,71219,2014-02-21,Comércio atacadista de medicamentos,2025-01-31,10.94318959616701,1511.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,54,0.0
CNPJ_02079,412520,8718,2014-06-13,Fabricação de produtos químicos,2025-01-31,10.636550308008214,151.0,2.0,10490.0,4.0,1,Pequeno Porte,0.00044449383264807203,0.8940397350993378,55,6102.9
CNPJ_02080,86015,4723,2023-01-10,Correios e entregas expressas,2025-01-31,2.0588637919233403,1495075.0,89.0,347787.0,18.0,1,Pequeno Porte,0.004111567951994666,0.28368512911638444,29,151643.0
CNPJ_02081,1511550,-30437,2018-01-25,Geração de energia elétrica,2025-01-31,7.017111567419575,9276.0,12.0,0.0,0.0,1,Pequeno Porte,0.00044449383264807203,0.38540319103061665,66,0.0
CNPJ_02082,987358,-16128,2020-08-21,Telecomunicações sem fio,2025-01-31,4.446269678302532,0.0,0.0,54.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,54.0
CNPJ_02083,2213367,-48267,2019-07-13,Padaria e confeitaria,2025-01-31,5.555099247091033,4735935.0,117.0,7545416.0,159.0,1,Pequeno Porte,0.012112456939659963,0.061750207013105705,67,2723947.1999999997
CNPJ_02084,66884,-5545,2023-07-15,Fabricação de papel,2025-01-31,1.5496235455167693,5843.0,10.0,1261.0,3.0,1,Pequeno Porte,0.00055561729081009,1.0,99,535.7
CNPJ_02085,142184787,-2631457,1994-12-15,Correios e entregas expressas,2025-01-31,30.130047912388775,2844.0,4.0,2479.0,4.0,2,Grande Porte,0.00044449383264807203,0.9753867791842475,75,1069.6999999999998
CNPJ_02086,985331,-845,2015-09-25,Defesa nacional,2025-01-31,9.352498288843258,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,65,0.0
CNPJ_02087,1821711,-146340,2015-12-16,Armazenamento geral,2025-01-31,9.127994524298426,103.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,96,0.0
CNPJ_02088,17242397,2107656,2000-06-02,Geração de energia elétrica,2025-01-31,24.6652977412731,0.0,0.0,0.0,0.0,0,Consolidada,0.0,0.0,17,0.0
CNPJ_02089,647269,48117,2022-01-02,Cultivo de milho,2025-01-31,3.080082135523614,0.0,0.0,1785.0,3.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,335.4
CNPJ_02090,14538894,1876053,2005-12-06,Obras de infraestrutura elétrica,2025-01-31,19.15400410677618,155.0,3.0,208.0,6.0,0,Consolidada,0.000333370374486054,1.0,50,80.1
CNPJ_02091,1150286,44051,2014-04-08,Comércio atacadista de bebidas,2025-01-31,10.817248459958932,9141.0,9.0,66.0,1.0,1,Pequeno Porte,0.00044449383264807203,1.0,55,66.0
CNPJ_02092,1183485,14839,2017-05-28,Restaurantes e similares,2025-01-31,7.6796714579055445,351.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.5071225071225072,56,0.0
CNPJ_02093,1818683,102096,2016-05-28,Restaurantes e similares,2025-01-31,8.678986995208762,8864.0,18.0,169.0,1.0,1,Pequeno Porte,0.0007778642071341261,1.0,56,169.0
CNPJ_02094,139639,8467,2020-10-14,Atividades de bancos múltiplos,2025-01-31,4.298425735797399,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,28,0.0
CNPJ_02095,286712,-30556,2022-11-10,Produção de ferro-gusa,2025-01-31,2.2258726899383983,311928.0,27.0,52809.0,9.0,1,Pequeno Porte,0.001333481497944216,0.4082258705902403,69,14070.599999999999
CNPJ_02096,1096719,-20589,2022-05-21,Fabricação de papel,2025-01-31,2.6995208761122518,143023.0,18.0,19523.0,4.0,1,Pequeno Porte,0.0008889876652961441,0.9953900527582851,99,7042.6
CNPJ_02097,122598628,-821475,2005-12-25,Construção de barragens,2025-01-31,19.10198494182067,195069.0,18.0,24915.0,5.0,0,Consolidada,0.001000111123458162,0.6548665462572747,82,7802.099999999999
CNPJ_02098,1402849,60461,2018-11-13,Comércio varejista de alimentos,2025-01-31,6.217659137577002,0.0,0.0,43.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,43.0
CNPJ_02099,2800753,313727,2017-07-13,Construção de edifícios,2025-01-31,7.553730321697468,985087.0,72.0,255985.0,19.0,1,Pequeno Porte,0.003444827203022558,0.27339883196281034,26,84199.6
CNPJ_02100,167749,-615,2021-10-19,Padaria e confeitaria,2025-01-31,3.2854209445585214,0.0,0.0,1200.0,2.0,1,Pequeno Porte,0.00022224691632403602,0.7608333333333334,98,1200.0
CNPJ_02101,616744,-48671,2022-08-29,Cultivo de soja,2025-01-31,2.425735797399042,949.0,6.0,328.0,2.0,1,Pequeno Porte,0.00044449383264807203,0.5396341463414634,99,207.47682119205297
CNPJ_02102,1727049,48031,2022-06-12,Transporte rodoviário de carga,2025-01-31,2.639288158795346,199918.0,15.0,51855.0,3.0,1,Pequeno Porte,0.000666740748972108,1.0,58,14084.7
CNPJ_02103,1153663,-67853,2021-07-22,Extração de petróleo e gás natural,2025-01-31,3.5290896646132786,843.0,9.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.4887307236061684,68,0.0
CNPJ_02104,2436474,168334,2020-06-10,Cultivo de milho,2025-01-31,4.643394934976044,927229.0,43.0,493177.0,21.0,1,Pequeno Porte,0.002555839537726414,0.2072683843731561,27,139336.19999999998
CNPJ_02105,154661,7860,2022-04-15,Correios e entregas expressas,2025-01-31,2.7980835044490076,8178.0,9.0,0.0,0.0,1,Pequeno Porte,0.000333370374486054,0.5491562729273661,58,0.0
CNPJ_02106,2344688,-125114,2017-05-06,Atividades de bancos múltiplos,2025-01-31,7.73990417522245,184.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.5978260869565217,96,0.0
CNPJ_02107,866613,79883,2014-07-21,Produção de ferro-gusa,2025-01-31,10.532511978097194,212.0,3.0,176.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,55,64.19999999999999
CNPJ_02108,275519,-19857,2022-02-08,Construção de barragens,2025-01-31,2.9787816563997263,579.0,3.0,535.0,3.0,1,Pequeno Porte,0.00044449383264807203,1.0,99,69.30748663101605
CNPJ_02109,81483,-7885,2023-02-26,Produção cinematográfica,2025-01-31,1.9301848049281314,58.0,1.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,99,0.0
CNPJ_02110,822001,-77856,2014-09-14,Fabricação de produtos químicos,2025-01-31,10.381930184804927,16414851.0,228.0,72444.0,6.0,3,Em Crescimento,0.008556506278475387,0.9270056871514549,95,16448.8
CNPJ_02111,25525924,-1185416,2003-01-29,Restaurantes e similares,2025-01-31,22.00684462696783,431193.0,42.0,145597.0,18.0,0,Consolidada,0.00222246916324036,0.48886996298000646,57,56462.8
CNPJ_02112,74992,6423,2023-01-13,Engenharia civil,2025-01-31,2.0506502395619437,48934.0,12.0,13174.0,4.0,1,Pequeno Porte,0.000666740748972108,0.879383634431456,59,4136.3
CNPJ_02113,61755508,8619163,2001-08-06,Obras de infraestrutura elétrica,2025-01-31,23.488021902806295,406.0,1.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,44,0.0
CNPJ_02114,7725522,-239997,1999-01-15,Restaurantes e similares,2025-01-31,26.04517453798768,1348.0,1.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,87,0.0
CNPJ_02115,1879449,-113119,2017-03-01,Educação superior,2025-01-31,7.920602327173169,6211.0,9.0,48.0,1.0,1,Pequeno Porte,0.00044449383264807203,1.0,96,48.0
CNPJ_02116,1026175,38016,2020-10-17,Distribuição de energia elétrica,2025-01-31,4.290212183436003,0.0,0.0,57.0,1.0,1,Pequeno Porte,0.00011112345816201801,1.0,58,57.0
CNPJ_02117,61775,-366,2021-06-28,Consultoria empresarial,2025-01-31,3.594798083504449,117.0,1.0,723.0,1.0,1,Pequeno Porte,0.00022224691632403602,1.0,98,723.0
CNPJ_02118,4454000,283573,2009-12-17,Construção de barragens,2025-01-31,15.123887748117728,10771234.0,152.0,18229.0,1.0,1,Pequeno Porte,0.005667296366262918,1.0,52,18229.0
CNPJ_02119,975907,25240,2019-07-02,Construção de barragens,2025-01-31,5.585215605749487,0.0,0.0,147.0,3.0,1,Pequeno Porte,0.00011112345816201801,1.0,57,28.4
CNPJ_02120,70923,2498,2019-02-01,Fabricação de móveis,2025-01-31,5.9986310746064335,160281.0,15.0,126309.0,20.0,1,Pequeno Porte,0.001444604956106234,0.3389671888745391,27,32485.899999999994
CNPJ_02121,1991297,134486,2021-11-14,Transporte ferroviário de carga,2025-01-31,3.2142368240930868,5577.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.597453828223059,58,0.0
CNPJ_02122,392707,-8913,2019-04-24,Correios e entregas expressas,2025-01-31,5.774127310061601,881.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,97,0.0
CNPJ_02123,1245792,-8460,2020-11-07,Consultoria empresarial,2025-01-31,4.232717316906228,1710.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.5461988304093567,98,0.0
CNPJ_02124,97043797,1997002,1998-12-09,Saneamento básico,2025-01-31,26.146475017111566,385.0,3.0,0.0,0.0,0,Consolidada,0.00011112345816201801,1.0,40,0.0
CNPJ_02125,1279972,-117782,2019-04-17,Consultoria empresarial,2025-01-31,5.793292265571527,430.0,3.0,619.0,3.0,1,Pequeno Porte,0.00022224691632403602,1.0,97,292.09999999999997
CNPJ_02126,263077,-23859,2023-08-30,Transporte ferroviário de carga,2025-01-31,1.4236824093086926,12384.0,6.0,0.0,0.0,1,Pequeno Porte,0.00022224691632403602,0.5926195090439277,99,0.0
CNPJ_02127,2513844,28020,2014-05-01,Comércio atacadista de alimentos,2025-01-31,10.754277891854894,9185.0,6.0,49.0,1.0,1,Pequeno Porte,0.000333370374486054,1.0,54,49.0
CNPJ_02128,2194965,116941,2018-05-31,Comércio atacadista de bebidas,2025-01-31,6.672142368240931,17126.0,12.0,0.0,0.0,1,Pequeno Porte,0.00044449383264807203,0.3724746000233563,26,0.0
CNPJ_02129,227195,-18422,2021-05-07,Construção de edifícios,2025-01-31,3.7371663244353184,4392.0,6.0,5004.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,98,1847.6999999999998
CNPJ_02130,411363,-7605,2019-01-05,Transporte rodoviário de carga,2025-01-31,6.072553045859,15658638.0,188.0,10226025.0,103.0,3,Em Crescimento,0.012668074230470052,0.07132468383364993,67,3649720.4
CNPJ_02131,1529744,124161,2020-10-07,Comércio varejista de alimentos,2025-01-31,4.317590691307323,50904.0,12.0,71527.0,17.0,1,Pequeno Porte,0.0012223580397821981,0.32914898632720413,27,28289.799999999996
CNPJ_02132,26569431,-2240101,2001-11-18,Construção de edifícios,2025-01-31,23.20328542094456,558.0,6.0,203.0,3.0,0,Consolidada,0.000333370374486054,1.0,87,38.2
CNPJ_02133,229175,-13029,2021-08-04,Correios e entregas expressas,2025-01-31,3.4934976043805612,5114.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,98,0.0
CNPJ_02134,1233549,-53454,2022-11-25,Geração de energia elétrica,2025-01-31,2.184804928131417,8366.0,7.0,3398.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,99,1459.1999999999998
CNPJ_02135,2933290,15566,2014-03-07,Televisão aberta,2025-01-31,10.904859685147159,341.0,3.0,0.0,0.0,1,Pequeno Porte,0.00011112345816201801,1.0,54,0.0
CNPJ_02136,2309545,260128,2020-01-28,Consultoria empresarial,2025-01-31,5.0102669404517455,280.0,4.0,211.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,57,45.5
CNPJ_02137,2561155,-182345,2017-07-19,Fabricação de caminhões e ônibus,2025-01-31,7.537303216974675,0.0,0.0,0.0,0.0,1,Pequeno Porte,0.0,0.0,66,0.0
CNPJ_02138,18674321,-343089,2014-07-13,Extração de minério de ferro,2025-01-31,10.55441478439425,94646.0,24.0,11490.0,3.0,1,Pequeno Porte,0.001000111123458162,1.0,94,1930.1
CNPJ_02139,56844,-587,2022-08-22,Atividades de bancos múltiplos,2025-01-31,2.4449007529089664,9539.0,3.0,23470.0,8.0,1,Pequeno Porte,0.00055561729081009,1.0,99,7211.799999999999
CNPJ_02140,589737,5945,2015-10-19,Serviços de tecnologia da informação,2025-01-31,9.286789869952088,7739.0,6.0,3805.0,3.0,1,Pequeno Porte,0.000333370374486054,1.0,55,1524.9999999999998
