ID_PGTO;ID_RCBE;VL;DS_TRAN;DT_REFE;
CNPJ_08660;CNPJ_06746;45997;PIX;2025-03-16;
CNPJ_08319;CNPJ_04216;138935;BOLETO;2025-03-13;
CNPJ_02812;CNPJ_08585;105312;PIX;2025-03-26;
CNPJ_00277;CNPJ_03744;40796;PIX;2025-03-16;
CNPJ_09509;CNPJ_00052;287768;PIX;2025-03-20;
CNPJ_09101;CNPJ_01984;355881;PIX;2025-03-24;
CNPJ_05016;CNPJ_01197;357;PIX;2025-03-16;
CNPJ_01077;CNPJ_00451;303043;PIX;2025-03-14;
CNPJ_06447;CNPJ_06866;49260;PIX;2025-03-21;
CNPJ_02661;CNPJ_08325;5466;PIX;2025-03-28;
CNPJ_00991;CNPJ_03673;170577;PIX;2025-03-14;
CNPJ_02043;CNPJ_04041;4755;PIX;2025-03-02;
CNPJ_00959;CNPJ_02413;33336;TED;2025-03-31;
CNPJ_02522;CNPJ_05364;320814;PIX;2025-03-06;
CNPJ_02255;CNPJ_09132;1259;PIX;2025-03-04;
CNPJ_09606;CNPJ_09640;194896;TED;2025-03-31;
CNPJ_00921;CNPJ_03732;541039;PIX;2025-03-31;
CNPJ_00437;CNPJ_03828;519;PIX;2025-03-12;
CNPJ_00827;CNPJ_06106;194980;PIX;2025-03-05;
CNPJ_07369;CNPJ_09640;126883;SISTEMICO;2025-03-15;
CNPJ_02325;CNPJ_00814;7984;PIX;2025-03-08;
CNPJ_00009;CNPJ_07116;165575;BOLETO;2025-03-26;
CNPJ_00949;CNPJ_06492;11380;SISTEMICO;2025-03-08;
CNPJ_02197;CNPJ_08319;27348;TED;2025-03-29;
CNPJ_05684;CNPJ_00814;46416;TED;2025-03-14;
CNPJ_09676;CNPJ_08692;186232;PIX;2025-03-22;
CNPJ_01752;CNPJ_02054;230248;BOLETO;2025-03-15;
CNPJ_01503;CNPJ_05920;117188;TED;2025-03-12;
CNPJ_00043;CNPJ_05775;457;PIX;2025-03-11;
CNPJ_07725;CNPJ_04444;169009;PIX;2025-03-14;
CNPJ_02623;CNPJ_09030;2500;PIX;2025-03-21;
CNPJ_02166;CNPJ_03103;39100;SISTEMICO;2025-03-25;
CNPJ_02299;CNPJ_05316;474581;PIX;2025-03-30;
CNPJ_02845;CNPJ_05735;33395;BOLETO;2025-03-11;
CNPJ_00738;CNPJ_02483;111204;PIX;2025-03-31;
CNPJ_01921;CNPJ_05684;119154;TED;2025-03-14;
CNPJ_00043;CNPJ_05439;125328;PIX;2025-03-05;
CNPJ_09433;CNPJ_08744;235609;BOLETO;2025-03-05;
CNPJ_02229;CNPJ_05007;4538;PIX;2025-03-10;
CNPJ_01952;CNPJ_08744;75929;PIX;2025-03-27;
CNPJ_01112;CNPJ_00679;318856;PIX;2025-03-12;
CNPJ_02118;CNPJ_08800;35108;PIX;2025-03-28;
CNPJ_06145;CNPJ_00551;278029;PIX;2025-03-19;
CNPJ_02555;CNPJ_03732;50158;PIX;2025-03-03;
CNPJ_01218;CNPJ_09606;427803;PIX;2025-03-25;
CNPJ_06389;CNPJ_09040;39367;PIX;2025-03-27;
CNPJ_00522;CNPJ_05111;54210;TED;2025-03-21;
CNPJ_09346;CNPJ_05664;326790;PIX;2025-03-17;
CNPJ_07642;CNPJ_06677;23897;PIX;2025-03-06;
CNPJ_01705;CNPJ_09671;46171;PIX;2025-03-04;
CNPJ_00249;CNPJ_05735;13212;PIX;2025-03-03;
CNPJ_05373;CNPJ_02360;2900;SISTEMICO;2025-03-31;
CNPJ_02012;CNPJ_04333;118250;TED;2025-03-22;
CNPJ_06051;CNPJ_00652;20246;PIX;2025-03-08;
CNPJ_02562;CNPJ_00464;15356;BOLETO;2025-03-16;
CNPJ_08101;CNPJ_02209;4067;PIX;2025-03-27;
CNPJ_05290;CNPJ_08240;85738;PIX;2025-03-17;
CNPJ_02144;CNPJ_02413;11416;PIX;2025-03-09;
CNPJ_00656;CNPJ_00384;19026;BOLETO;2025-03-12;
CNPJ_03349;CNPJ_06780;45027;PIX;2025-03-13;
CNPJ_09022;CNPJ_01235;294481;PIX;2025-03-27;
CNPJ_06276;CNPJ_02973;158248;PIX;2025-03-22;
CNPJ_02260;CNPJ_05991;3233;PIX;2025-03-21;
CNPJ_05350;CNPJ_08692;55213;PIX;2025-03-08;
CNPJ_09353;CNPJ_02716;3233;TED;2025-03-26;
CNPJ_03975;CNPJ_01820;163622;PIX;2025-03-13;
CNPJ_02575;CNPJ_00464;112783;TED;2025-03-14;
CNPJ_08710;CNPJ_01289;131116;BOLETO;2025-03-16;
CNPJ_00052;CNPJ_05735;104019;PIX;2025-03-01;
CNPJ_00604;CNPJ_04507;4042;PIX;2025-03-22;
CNPJ_09640;CNPJ_07384;120770;BOLETO;2025-03-29;
CNPJ_01306;CNPJ_04876;18533;TED;2025-03-26;
CNPJ_06704;CNPJ_04127;57056;TED;2025-03-24;
CNPJ_07384;CNPJ_08550;281031;PIX;2025-03-17;
CNPJ_02356;CNPJ_02751;51900;BOLETO;2025-03-08;
CNPJ_01663;CNPJ_07384;145979;PIX;2025-03-06;
CNPJ_05846;CNPJ_08320;29877;PIX;2025-03-07;
CNPJ_02797;CNPJ_09433;125549;PIX;2025-03-11;
CNPJ_00091;CNPJ_05821;100053;SISTEMICO;2025-03-23;
CNPJ_07065;CNPJ_08343;414897;PIX;2025-03-08;
CNPJ_08838;CNPJ_02715;28357;PIX;2025-03-02;
CNPJ_01715;CNPJ_04865;8187;PIX;2025-03-11;
CNPJ_02715;CNPJ_08017;24069;PIX;2025-03-08;
CNPJ_08787;CNPJ_09313;64897;PIX;2025-03-11;
CNPJ_02367;CNPJ_03818;6760;PIX;2025-03-30;
CNPJ_05552;CNPJ_00489;190503;PIX;2025-03-08;
CNPJ_03349;CNPJ_06063;18640;PIX;2025-03-23;
CNPJ_00698;CNPJ_05439;245130;PIX;2025-03-12;
CNPJ_01847;CNPJ_03888;298736;PIX;2025-03-11;
CNPJ_00095;CNPJ_08779;106299;BOLETO;2025-03-26;
CNPJ_08239;CNPJ_03669;65886;PIX;2025-03-16;
CNPJ_00395;CNPJ_04457;71756;PIX;2025-03-31;
CNPJ_00141;CNPJ_03349;9148;PIX;2025-03-29;
CNPJ_02420;CNPJ_00489;387520;TED;2025-03-18;
CNPJ_08211;CNPJ_06268;178827;TED;2025-03-30;
CNPJ_00991;CNPJ_04453;75287;PIX;2025-03-06;
CNPJ_08761;CNPJ_05683;60547;PIX;2025-03-09;
CNPJ_00365;CNPJ_08035;8301;PIX;2025-03-10;
CNPJ_06051;CNPJ_02035;24025;PIX;2025-03-26;
CNPJ_07364;CNPJ_01144;421426;PIX;2025-03-19;
CNPJ_07831;CNPJ_08343;385988;PIX;2025-03-04;
CNPJ_01306;CNPJ_05016;158637;PIX;2025-03-07;
CNPJ_08601;CNPJ_00521;11447;SISTEMICO;2025-03-09;
CNPJ_00814;CNPJ_04517;12705;PIX;2025-03-20;
CNPJ_01183;CNPJ_09433;160703;PIX;2025-03-05;
CNPJ_01773;CNPJ_04770;13076;PIX;2025-03-26;
CNPJ_00546;CNPJ_09411;18224;PIX;2025-03-04;
CNPJ_02991;CNPJ_03211;12363;BOLETO;2025-03-09;
CNPJ_07262;CNPJ_02709;9101;PIX;2025-03-24;
CNPJ_00687;CNPJ_08901;106682;TED;2025-03-24;
CNPJ_00843;CNPJ_09086;1192;TED;2025-03-19;
CNPJ_01575;CNPJ_00384;117090;SISTEMICO;2025-03-02;
CNPJ_04935;CNPJ_00095;268098;BOLETO;2025-03-10;
CNPJ_02296;CNPJ_09293;81438;PIX;2025-03-05;
CNPJ_07882;CNPJ_09848;271946;PIX;2025-03-14;
CNPJ_00698;CNPJ_03398;1976;PIX;2025-03-19;
CNPJ_06310;CNPJ_00840;29153;TED;2025-03-15;
CNPJ_00125;CNPJ_05963;51929;SISTEMICO;2025-03-22;
CNPJ_01613;CNPJ_04262;192395;PIX;2025-03-25;
CNPJ_00464;CNPJ_06739;189661;PIX;2025-03-13;
CNPJ_01137;CNPJ_06627;122214;PIX;2025-03-08;
CNPJ_01152;CNPJ_06746;130340;PIX;2025-03-07;
CNPJ_02781;CNPJ_01909;15644;SISTEMICO;2025-03-09;
CNPJ_00057;CNPJ_07322;122215;PIX;2025-03-08;
CNPJ_04041;CNPJ_04795;4951;TED;2025-03-28;
CNPJ_00964;CNPJ_06097;5383;PIX;2025-03-01;
CNPJ_00173;CNPJ_03535;118875;PIX;2025-03-06;
CNPJ_00043;CNPJ_01767;24783;PIX;2025-03-26;
CNPJ_00637;CNPJ_03294;6895;BOLETO;2025-03-13;
CNPJ_01638;CNPJ_04717;19867;PIX;2025-03-23;
CNPJ_00126;CNPJ_09606;138171;PIX;2025-03-07;
CNPJ_05364;CNPJ_02562;71676;PIX;2025-03-13;
CNPJ_01869;CNPJ_02851;244573;PIX;2025-03-14;
CNPJ_00928;CNPJ_06362;15224;PIX;2025-03-30;
CNPJ_01527;CNPJ_07729;219993;PIX;2025-03-08;
CNPJ_03414;CNPJ_03393;72070;BOLETO;2025-03-16;
CNPJ_01948;CNPJ_03535;101826;TED;2025-03-10;
CNPJ_01016;CNPJ_08586;68291;BOLETO;2025-03-18;
CNPJ_00153;CNPJ_03297;140759;BOLETO;2025-03-14;
CNPJ_00324;CNPJ_05187;27533;PIX;2025-03-02;
CNPJ_06933;CNPJ_01216;33222;PIX;2025-03-06;
CNPJ_07816;CNPJ_02420;214301;PIX;2025-03-29;
CNPJ_09161;CNPJ_00679;50592;PIX;2025-03-23;
CNPJ_07262;CNPJ_00043;260378;PIX;2025-03-27;
CNPJ_01503;CNPJ_05456;58871;PIX;2025-03-30;
CNPJ_09843;CNPJ_09146;130380;PIX;2025-03-13;
CNPJ_00679;CNPJ_04923;12604;BOLETO;2025-03-02;
CNPJ_02728;CNPJ_03534;134657;PIX;2025-03-22;
CNPJ_07002;CNPJ_02983;67251;BOLETO;2025-03-19;
CNPJ_00133;CNPJ_03602;17925;PIX;2025-03-14;
CNPJ_03395;CNPJ_03700;288456;PIX;2025-03-02;
CNPJ_00742;CNPJ_02023;45229;PIX;2025-03-28;
CNPJ_01248;CNPJ_03744;106411;TED;2025-03-30;
CNPJ_01717;CNPJ_03034;67153;PIX;2025-03-22;
CNPJ_02715;CNPJ_09326;117549;PIX;2025-03-10;
CNPJ_00095;CNPJ_07384;26693;PIX;2025-03-13;
CNPJ_05147;CNPJ_04253;5791;PIX;2025-03-26;
CNPJ_08239;CNPJ_01235;276613;PIX;2025-03-04;
CNPJ_02548;CNPJ_02564;184333;PIX;2025-03-23;
CNPJ_01937;CNPJ_02281;25642;PIX;2025-03-09;
CNPJ_00837;CNPJ_08601;22760;PIX;2025-03-28;
CNPJ_02196;CNPJ_04262;87801;PIX;2025-03-22;
CNPJ_02118;CNPJ_07064;101011;BOLETO;2025-03-17;
CNPJ_05664;CNPJ_00679;95125;PIX;2025-03-26;
CNPJ_02155;CNPJ_07333;25573;BOLETO;2025-03-12;
CNPJ_08183;CNPJ_07600;65310;PIX;2025-03-26;
CNPJ_02868;CNPJ_05756;92625;PIX;2025-03-06;
CNPJ_00805;CNPJ_08710;124263;PIX;2025-03-30;
CNPJ_00465;CNPJ_06389;27367;TED;2025-03-22;
CNPJ_02296;CNPJ_01289;223101;PIX;2025-03-06;
CNPJ_03620;CNPJ_00091;84222;PIX;2025-03-23;
CNPJ_01789;CNPJ_03294;90489;PIX;2025-03-19;
CNPJ_09640;CNPJ_07384;113482;PIX;2025-03-20;
CNPJ_05049;CNPJ_01106;7024;BOLETO;2025-03-06;
CNPJ_09598;CNPJ_02766;4670;PIX;2025-03-18;
CNPJ_07132;CNPJ_03215;37802;BOLETO;2025-03-20;
CNPJ_05647;CNPJ_09261;101005;SISTEMICO;2025-03-22;
CNPJ_02130;CNPJ_04823;23392;PIX;2025-03-09;
CNPJ_00403;CNPJ_06388;94502;PIX;2025-03-05;
CNPJ_01336;CNPJ_09030;44738;TED;2025-03-21;
CNPJ_02718;CNPJ_08587;40969;PIX;2025-03-18;
CNPJ_03497;CNPJ_07600;106553;BOLETO;2025-03-23;
CNPJ_01669;CNPJ_02707;25413;PIX;2025-03-13;
CNPJ_02618;CNPJ_08319;153170;PIX;2025-03-21;
CNPJ_07220;CNPJ_03035;21513;PIX;2025-03-01;
CNPJ_08253;CNPJ_03506;44307;PIX;2025-03-03;
CNPJ_00277;CNPJ_07957;233070;PIX;2025-03-22;
CNPJ_06480;CNPJ_04496;194188;PIX;2025-03-05;
CNPJ_02551;CNPJ_01381;95815;PIX;2025-03-22;
CNPJ_01678;CNPJ_02024;11809;PIX;2025-03-11;
CNPJ_00356;CNPJ_02973;1972;PIX;2025-03-03;
CNPJ_00318;CNPJ_07937;2441;BOLETO;2025-03-09;
CNPJ_06966;CNPJ_08466;67841;BOLETO;2025-03-15;
CNPJ_01834;CNPJ_03671;182831;PIX;2025-03-27;
CNPJ_02202;CNPJ_05763;5428;TED;2025-03-12;
CNPJ_02076;CNPJ_04262;546251;PIX;2025-03-16;
CNPJ_02812;CNPJ_09843;202644;SISTEMICO;2025-03-07;
CNPJ_07430;CNPJ_03700;53014;PIX;2025-03-07;
CNPJ_09022;CNPJ_08681;34272;TED;2025-03-05;
CNPJ_05286;CNPJ_04795;54650;PIX;2025-03-14;
CNPJ_09336;CNPJ_03048;50430;BOLETO;2025-03-31;
CNPJ_04126;CNPJ_04770;1943;PIX;2025-03-26;
CNPJ_01168;CNPJ_09293;105807;PIX;2025-03-23;
CNPJ_02064;CNPJ_02539;25874;BOLETO;2025-03-31;
CNPJ_08113;CNPJ_07838;1090;PIX;2025-03-15;
CNPJ_07065;CNPJ_00101;112066;PIX;2025-03-21;
CNPJ_08404;CNPJ_06310;19629;BOLETO;2025-03-02;
CNPJ_00290;CNPJ_07952;108251;PIX;2025-03-19;
CNPJ_01395;CNPJ_00991;59766;PIX;2025-03-11;
CNPJ_00052;CNPJ_02420;178492;PIX;2025-03-13;
CNPJ_02014;CNPJ_02647;163204;PIX;2025-03-29;
CNPJ_06833;CNPJ_03535;477038;TED;2025-03-21;
CNPJ_01532;CNPJ_04492;8734;PIX;2025-03-22;
CNPJ_01395;CNPJ_00095;340502;PIX;2025-03-02;
CNPJ_02480;CNPJ_08460;2598;PIX;2025-03-28;
CNPJ_05552;CNPJ_06259;291838;PIX;2025-03-11;
CNPJ_05300;CNPJ_02281;384570;PIX;2025-03-20;
CNPJ_00215;CNPJ_09293;114590;PIX;2025-03-05;
CNPJ_01503;CNPJ_08183;36452;TED;2025-03-10;
CNPJ_07729;CNPJ_06594;107343;PIX;2025-03-03;
CNPJ_01789;CNPJ_03159;130832;TED;2025-03-29;
CNPJ_02618;CNPJ_06738;37998;TED;2025-03-18;
CNPJ_02707;CNPJ_06157;124508;PIX;2025-03-05;
CNPJ_03481;CNPJ_07643;12116;PIX;2025-03-20;
CNPJ_02725;CNPJ_00043;183467;PIX;2025-03-02;
CNPJ_02293;CNPJ_05364;62231;PIX;2025-03-28;
CNPJ_02076;CNPJ_08643;318631;PIX;2025-03-31;
CNPJ_00088;CNPJ_04433;88914;PIX;2025-03-02;
CNPJ_06322;CNPJ_09153;5753;PIX;2025-03-13;
CNPJ_01503;CNPJ_07384;185906;TED;2025-03-31;
CNPJ_08967;CNPJ_02627;12294;PIX;2025-03-13;
CNPJ_06097;CNPJ_09054;3266;PIX;2025-03-11;
CNPJ_06277;CNPJ_03297;146248;PIX;2025-03-21;
CNPJ_04428;CNPJ_01289;12772;PIX;2025-03-14;
CNPJ_05977;CNPJ_03214;136064;PIX;2025-03-06;
CNPJ_08946;CNPJ_06703;399814;PIX;2025-03-29;
CNPJ_01825;CNPJ_03659;176321;PIX;2025-03-13;
CNPJ_02110;CNPJ_09312;230730;PIX;2025-03-07;
CNPJ_00921;CNPJ_06704;258371;BOLETO;2025-03-29;
CNPJ_01056;CNPJ_02281;96958;PIX;2025-03-11;
CNPJ_02582;CNPJ_00740;14688;PIX;2025-03-23;
CNPJ_01118;CNPJ_01466;228117;PIX;2025-03-31;
CNPJ_07663;CNPJ_08092;67609;PIX;2025-03-22;
CNPJ_02451;CNPJ_05048;56732;PIX;2025-03-17;
CNPJ_00290;CNPJ_01216;289974;SISTEMICO;2025-03-23;
CNPJ_08744;CNPJ_09499;9695;SISTEMICO;2025-03-03;
CNPJ_01836;CNPJ_07838;3070;PIX;2025-03-07;
CNPJ_02276;CNPJ_04275;171504;BOLETO;2025-03-24;
CNPJ_01762;CNPJ_06677;614;PIX;2025-03-23;
CNPJ_02651;CNPJ_02644;6894;PIX;2025-03-06;
CNPJ_02681;CNPJ_05111;69731;PIX;2025-03-26;
CNPJ_00290;CNPJ_09227;75423;PIX;2025-03-26;
CNPJ_00171;CNPJ_02083;64784;PIX;2025-03-08;
CNPJ_02781;CNPJ_09768;315859;BOLETO;2025-03-06;
CNPJ_01527;CNPJ_00950;236536;SISTEMICO;2025-03-19;
CNPJ_04713;CNPJ_00255;32753;TED;2025-03-27;
CNPJ_01284;CNPJ_06663;29002;PIX;2025-03-17;
CNPJ_01137;CNPJ_02919;44700;PIX;2025-03-04;
CNPJ_01568;CNPJ_06769;4737;PIX;2025-03-31;
CNPJ_00833;CNPJ_02024;229383;PIX;2025-03-21;
CNPJ_00013;CNPJ_05364;252990;PIX;2025-03-12;
CNPJ_01152;CNPJ_03362;25670;PIX;2025-03-19;
CNPJ_00160;CNPJ_01144;16231;PIX;2025-03-25;
CNPJ_01757;CNPJ_06268;152600;PIX;2025-03-03;
CNPJ_01840;CNPJ_05456;340704;PIX;2025-03-04;
CNPJ_02140;CNPJ_00043;884;TED;2025-03-17;
CNPJ_02080;CNPJ_05620;23609;SISTEMICO;2025-03-29;
CNPJ_01318;CNPJ_03294;13384;PIX;2025-03-07;
CNPJ_09370;CNPJ_00677;367082;PIX;2025-03-29;
CNPJ_02799;CNPJ_05963;40268;TED;2025-03-24;
CNPJ_02528;CNPJ_01796;34384;PIX;2025-03-12;
CNPJ_00751;CNPJ_08176;4350;PIX;2025-03-10;
CNPJ_01173;CNPJ_00464;203477;PIX;2025-03-13;
CNPJ_00294;CNPJ_08409;40661;PIX;2025-03-02;
CNPJ_01395;CNPJ_01648;60488;PIX;2025-03-27;
CNPJ_01796;CNPJ_01631;34944;PIX;2025-03-17;
CNPJ_07735;CNPJ_07434;38033;TED;2025-03-14;
CNPJ_01926;CNPJ_01646;282325;TED;2025-03-20;
CNPJ_02647;CNPJ_07508;37721;SISTEMICO;2025-03-30;
CNPJ_00822;CNPJ_09961;142829;TED;2025-03-25;
CNPJ_03670;CNPJ_05939;147326;PIX;2025-03-14;
CNPJ_02486;CNPJ_04208;30162;TED;2025-03-18;
CNPJ_07778;CNPJ_04822;82728;BOLETO;2025-03-22;
CNPJ_01911;CNPJ_05323;47638;TED;2025-03-28;
CNPJ_02753;CNPJ_00742;45786;BOLETO;2025-03-04;
CNPJ_02420;CNPJ_02066;1913;PIX;2025-03-08;
CNPJ_08688;CNPJ_04844;69215;PIX;2025-03-19;
CNPJ_03506;CNPJ_06833;269401;BOLETO;2025-03-04;
CNPJ_09261;CNPJ_09916;186943;PIX;2025-03-24;
CNPJ_01319;CNPJ_03104;72751;BOLETO;2025-03-30;
CNPJ_03463;CNPJ_04363;10027;SISTEMICO;2025-03-02;
CNPJ_04235;CNPJ_07144;3522;TED;2025-03-12;
CNPJ_01825;CNPJ_09828;311049;PIX;2025-03-08;
CNPJ_09830;CNPJ_02651;34669;TED;2025-03-29;
CNPJ_04211;CNPJ_01329;3113;PIX;2025-03-22;
CNPJ_09485;CNPJ_04050;2201;PIX;2025-03-28;
CNPJ_00738;CNPJ_06703;188518;BOLETO;2025-03-11;
CNPJ_00187;CNPJ_08655;28576;PIX;2025-03-01;
CNPJ_01061;CNPJ_00235;383883;TED;2025-03-24;
CNPJ_01956;CNPJ_03294;122774;PIX;2025-03-18;
CNPJ_00551;CNPJ_08901;474000;PIX;2025-03-23;
CNPJ_07729;CNPJ_03278;12374;PIX;2025-03-31;
CNPJ_05364;CNPJ_08643;353781;PIX;2025-03-22;
CNPJ_01678;CNPJ_07069;13719;PIX;2025-03-06;
CNPJ_01833;CNPJ_01753;2541;PIX;2025-03-21;
CNPJ_01306;CNPJ_05735;391685;PIX;2025-03-01;
CNPJ_00125;CNPJ_08744;33335;SISTEMICO;2025-03-11;
CNPJ_00365;CNPJ_02556;36687;PIX;2025-03-30;
CNPJ_00052;CNPJ_06703;127787;PIX;2025-03-11;
CNPJ_06677;CNPJ_03021;5246;BOLETO;2025-03-01;
CNPJ_03142;CNPJ_03017;28906;SISTEMICO;2025-03-17;
CNPJ_02283;CNPJ_07384;20706;PIX;2025-03-22;
CNPJ_07930;CNPJ_08510;3772;PIX;2025-03-07;
CNPJ_01118;CNPJ_06465;298869;PIX;2025-03-16;
CNPJ_00136;CNPJ_00384;286159;PIX;2025-03-22;
CNPJ_07281;CNPJ_04186;2915;PIX;2025-03-25;
CNPJ_01319;CNPJ_05111;41362;PIX;2025-03-05;
CNPJ_00489;CNPJ_05768;87300;PIX;2025-03-12;
CNPJ_00667;CNPJ_07786;98009;BOLETO;2025-03-22;
CNPJ_00805;CNPJ_06610;49426;PIX;2025-03-26;
CNPJ_03671;CNPJ_01752;419829;TED;2025-03-06;
CNPJ_09411;CNPJ_03054;253719;PIX;2025-03-13;
CNPJ_07297;CNPJ_02214;43409;PIX;2025-03-29;
CNPJ_00346;CNPJ_07434;135003;PIX;2025-03-30;
CNPJ_01336;CNPJ_05439;234611;PIX;2025-03-18;
CNPJ_01319;CNPJ_08666;37276;PIX;2025-03-03;
CNPJ_01047;CNPJ_09690;67975;PIX;2025-03-26;
CNPJ_04365;CNPJ_09313;276750;PIX;2025-03-31;
CNPJ_02519;CNPJ_03777;1087;TED;2025-03-18;
CNPJ_00949;CNPJ_01942;39970;PIX;2025-03-09;
CNPJ_01490;CNPJ_02647;123055;BOLETO;2025-03-27;
CNPJ_02096;CNPJ_04798;1403;PIX;2025-03-19;
CNPJ_02247;CNPJ_02360;22694;PIX;2025-03-29;
CNPJ_01984;CNPJ_03290;125279;PIX;2025-03-10;
CNPJ_01118;CNPJ_04164;29410;PIX;2025-03-25;
CNPJ_04580;CNPJ_07393;191782;PIX;2025-03-26;
CNPJ_01381;CNPJ_09189;1204;TED;2025-03-10;
CNPJ_01318;CNPJ_03211;23093;TED;2025-03-09;
CNPJ_00917;CNPJ_03349;4786;PIX;2025-03-28;
CNPJ_05435;CNPJ_06866;226240;BOLETO;2025-03-31;
CNPJ_06955;CNPJ_07789;288431;PIX;2025-03-24;
CNPJ_07656;CNPJ_02715;81096;PIX;2025-03-23;
CNPJ_01834;CNPJ_03671;289173;SISTEMICO;2025-03-27;
CNPJ_00464;CNPJ_06328;69989;BOLETO;2025-03-05;
CNPJ_02647;CNPJ_08581;124211;PIX;2025-03-15;
CNPJ_08760;CNPJ_09426;66680;TED;2025-03-23;
CNPJ_08732;CNPJ_01077;198695;BOLETO;2025-03-08;
CNPJ_04363;CNPJ_06285;27071;BOLETO;2025-03-26;
CNPJ_02162;CNPJ_08936;62806;PIX;2025-03-14;
CNPJ_02429;CNPJ_09313;120728;PIX;2025-03-09;
CNPJ_02281;CNPJ_00931;1173;TED;2025-03-19;
CNPJ_02096;CNPJ_07333;18065;PIX;2025-03-08;
CNPJ_05530;CNPJ_04225;849;BOLETO;2025-03-08;
CNPJ_00949;CNPJ_08263;113355;BOLETO;2025-03-05;
CNPJ_03671;CNPJ_05241;383209;PIX;2025-03-15;
CNPJ_02676;CNPJ_07384;42986;PIX;2025-03-08;
CNPJ_00255;CNPJ_05761;35472;PIX;2025-03-02;
CNPJ_00215;CNPJ_03473;191507;PIX;2025-03-20;
CNPJ_01077;CNPJ_03446;173437;PIX;2025-03-15;
CNPJ_04050;CNPJ_07656;54534;PIX;2025-03-05;
CNPJ_00921;CNPJ_08319;279686;PIX;2025-03-24;
CNPJ_00489;CNPJ_01984;145330;BOLETO;2025-03-31;
CNPJ_01909;CNPJ_03670;69984;PIX;2025-03-17;
CNPJ_09768;CNPJ_02807;10293;SISTEMICO;2025-03-02;
CNPJ_00318;CNPJ_07253;14698;PIX;2025-03-06;
CNPJ_01155;CNPJ_03591;104720;PIX;2025-03-26;
CNPJ_00667;CNPJ_07725;84165;SISTEMICO;2025-03-28;
CNPJ_06101;CNPJ_02751;57882;PIX;2025-03-14;
CNPJ_02118;CNPJ_06396;39856;PIX;2025-03-06;
CNPJ_03090;CNPJ_08319;296367;SISTEMICO;2025-03-03;
CNPJ_09563;CNPJ_03316;53697;PIX;2025-03-04;
CNPJ_01717;CNPJ_02378;27484;PIX;2025-03-17;
CNPJ_03297;CNPJ_04440;174753;PIX;2025-03-02;
CNPJ_07306;CNPJ_03036;27251;TED;2025-03-23;
CNPJ_09543;CNPJ_00226;14049;PIX;2025-03-22;
CNPJ_05939;CNPJ_02973;123317;PIX;2025-03-01;
CNPJ_01207;CNPJ_03229;5309;SISTEMICO;2025-03-29;
CNPJ_09959;CNPJ_06512;46022;PIX;2025-03-18;
CNPJ_00395;CNPJ_03294;169995;PIX;2025-03-28;
CNPJ_01332;CNPJ_06276;62123;TED;2025-03-11;
CNPJ_08790;CNPJ_08777;366;TED;2025-03-06;
CNPJ_00324;CNPJ_02799;29014;SISTEMICO;2025-03-31;
CNPJ_01609;CNPJ_08501;372;PIX;2025-03-22;
CNPJ_01319;CNPJ_04204;2775;PIX;2025-03-09;
CNPJ_01054;CNPJ_05753;177847;PIX;2025-03-15;
CNPJ_03958;CNPJ_03316;358698;PIX;2025-03-02;
CNPJ_00365;CNPJ_04349;34790;PIX;2025-03-01;
CNPJ_03210;CNPJ_09053;33097;SISTEMICO;2025-03-09;
CNPJ_09246;CNPJ_03393;3543;PIX;2025-03-09;
CNPJ_05164;CNPJ_03054;3824;PIX;2025-03-23;
CNPJ_00612;CNPJ_02562;160119;PIX;2025-03-31;
CNPJ_09965;CNPJ_03659;28346;BOLETO;2025-03-19;
CNPJ_02525;CNPJ_08993;17476;PIX;2025-03-17;
CNPJ_00656;CNPJ_02651;308356;PIX;2025-03-24;
CNPJ_00949;CNPJ_05350;90588;PIX;2025-03-10;
CNPJ_01466;CNPJ_08015;19031;PIX;2025-03-04;
CNPJ_01884;CNPJ_03668;12723;PIX;2025-03-15;
CNPJ_01256;CNPJ_09293;1595;BOLETO;2025-03-16;
CNPJ_01757;CNPJ_04164;5046;TED;2025-03-11;
CNPJ_06640;CNPJ_03648;5831;PIX;2025-03-04;
CNPJ_09324;CNPJ_06704;296538;PIX;2025-03-29;
CNPJ_07789;CNPJ_00120;58856;PIX;2025-03-12;
CNPJ_00718;CNPJ_09121;5363;BOLETO;2025-03-29;
CNPJ_00922;CNPJ_01577;172021;PIX;2025-03-28;
CNPJ_08321;CNPJ_09640;88698;PIX;2025-03-30;
CNPJ_01503;CNPJ_01183;345208;PIX;2025-03-26;
CNPJ_05290;CNPJ_02104;24005;TED;2025-03-07;
CNPJ_07780;CNPJ_03206;51137;PIX;2025-03-19;
CNPJ_02130;CNPJ_02266;42235;TED;2025-03-08;
CNPJ_05426;CNPJ_06277;34009;PIX;2025-03-01;
CNPJ_02076;CNPJ_01926;468072;PIX;2025-03-16;
CNPJ_02522;CNPJ_06447;262165;BOLETO;2025-03-23;
CNPJ_01284;CNPJ_01090;36702;SISTEMICO;2025-03-12;
CNPJ_00742;CNPJ_00656;187542;PIX;2025-03-12;
CNPJ_02080;CNPJ_08587;11755;PIX;2025-03-04;
CNPJ_05184;CNPJ_07957;65860;SISTEMICO;2025-03-08;
CNPJ_02281;CNPJ_01859;20453;PIX;2025-03-02;
CNPJ_02005;CNPJ_03017;136981;TED;2025-03-03;
